132.75 11 0 
132.75 14 0 
132.75 23.200001 0 
132.75 24.5 0 
132.75 24.812 1 
132.75 25 2 
132.75 25 4 
132.75 25 6 
132.75 25 8 
132.75 25 12 
132.75 25 14.5 
132.75 25 16.5 
132.75 25 18.5 
132.75 25 25 
21 
118 0 0 
118 1.5 0 
118 4.5 0 
118 7 0 
118 9 0 
118 11 0 
118 14 0 
118 17.5 0 
118 20 0 
118 23 0 
118 24.445 0.5 
118 24.812 1 
118 25 2 
118 25 4 
118 25 6 
118 25 8 
118 25 12 
118 25 14.5 
118 25 16.5 
118 25 18.5 
118 25 25 
21 
103.25 0 0 
103.25 1.5 0 
103.25 4.5 0 
103.25 7 0 
103.25 9 0 
103.25 11 0 
103.25 14 0 
103.25 17.5 0 
103.25 20 0 
103.25 22.305 0 
103.25 24.01 0.5 
103.25 24.482 1 
103.25 24.892 2 
103.25 25 4 
103.25 25 6 
103.25 25 8 
103.25 25 12 
103.25 25 14.5 
103.25 25 16.5 
103.25 25 18.5 
103.25 25 25 
21 
88.5 0 0 
88.5 1.5 0 
88.5 4.5 0 
88.5 7 0 
88.5 9 0 
88.5 11 0 
88.5 14 0 
88.5 17.5 0 
88.5 20 0.013 
88.5 22.149 0.5 
88.5 23 0.996 
88.5 23.962 2 
88.5 24.5 3.057 
88.5 24.757999 4 
88.5 24.968 6 
88.5 25 8 
88.5 25 12 
88.5 25 14.5 
88.5 25 16.5 
88.5 25 18.5 
88.5 25 25 
15 
73.75 0 0 
73.75 4.5 0 
73.75 9 0 
73.75 14.567 0 
73.75 18.634001 0.5 
73.75 21.663 2 
73.75 23.482 4 
73.75 24.334999 6 
73.75 24.5 6.65 
73.75 24.739 8 
73.75 24.981001 12 
73.75 25 14.5 
73.75 25 16.5 
73.75 25 18.5 
73.75 25 25 
18 
59 0 0 
59 1.5 0 
59 4.5 0 
59 7 0 
59 9 0 
59 11 0.06 
59 14 0.46 
59 15.806 1 
59 17.929001 2 
59 20 3.46 
59 20.58 4 
59 22.232 6 
59 23 7.31 
59 24.5 11.95 
59 24.804001 14.5 
59 24.906 16.5 
59 24.931 18.5 
59 24.931 25 
15 
44.25 0 0 
44.25 3.917 0 
44.25 7 0.113 
44.25 9 0.394 
44.25 11 0.965 
44.25 13.072 2 
44.25 15.68 4 
44.25 17.636999 6 
44.25 20 8.603 
44.25 22.674999 12 
44.25 23 12.621 
44.25 23.702 14.5 
44.25 24.063999 16.5 
44.25 24.153999 18.5 
44.25 24.153999 25 
18 
29.5 0 0 
29.5 1.5 0.002 
29.5 4.5 0.328 
29.5 6.404 1 
29.5 7 1.356 
29.5 7.761 2 
29.5 9.069 4 
29.5 9.995 6 
29.5 11 7.507 
29.5 11.47 8 
29.5 14 9.701 
29.5 17.5 11.387 
29.5 18.455 12 
29.5 20 13.39 
29.5 20.804001 14.5 
29.5 21.608 16.5 
29.5 21.868 18.5 
29.5 21.884001 25 
18 
22.125 0 0 
22.125 1.5 0.062 
22.125 3.29 0.5 
22.125 4.235 1 
22.125 5.195 2 
22.125 5.722 4 
22.125 5.771 6 
22.125 6.476 8 
22.125 7 8.605 
22.125 9 9.854 
22.125 11 10.558 
22.125 14 11.517 
22.125 15.15 12 
22.125 17.5 13.469 
22.125 18.486 14.5 
22.125 19.552 16.5 
22.125 20 18.839 
22.125 20.006001 25 
16 
14.75 0 0 
14.75 1.708 0.5 
14.75 2.298 1 
14.75 2.842 2 
14.75 2.802 4 
14.75 2.266 6 
14.75 2.245 8 
14.75 4.5 10.239 
14.75 7 10.97 
14.75 9 11.457 
14.75 10.872 12 
14.75 14 13.356 
14.75 15.464 14.5 
14.75 16.846001 16.5 
14.75 17.5 18.705 
14.75 17.535 25 
16 
7.375 0 0 
7.375 0 2 
7.375 0 4 
7.375 0 6 
7.375 0 8 
7.375 1.5 10.916 
7.375 4.5 11.763 
7.375 5.451 12 
7.375 7 12.41 
7.375 9 13.081 
7.375 11 14.075 
7.375 11.616 14.5 
7.375 13.417 16.5 
7.375 14 17.707 
7.375 14.272 18.5 
7.375 14.39 25 
6 20 
3 
16 
7.375 0 0 
7.375 0 2 
7.375 0 4 
7.375 0 6 
7.375 0 8 
7.375 1.5 10.916 
7.375 4.5 11.763 
7.375 5.451 12 
7.375 7 12.41 
7.375 9 13.081 
7.375 11 14.075 
7.375 11.616 14.5 
7.375 13.417 16.5 
7.375 14 17.707 
7.375 14.272 18.5 
7.375 14.39 25 
20 
7.375 0 0 
7.375 0 2 
7.375 0 4 
7.375 0 6 
7.375 0 8 
6.901 0 9.5 
5.65 0 11 
4.5 0 11.55 
3 0 12 
1.333 0 12.5 
0 0 12.9 
-2 0 13.5 
-3.667 0 14 
-5 0 14.4 
-5 1.88 14.5 
-5 4.5 15.21 
-5 6.137 16.5 
-5 7 17.81 
-5 7.329 18.5 
-5 7.501 25 
18 
7.375 0 0 
7.375 0 2 
7.375 0 4 
7.375 0 6 
7.375 0 8 
6.901 0 9.5 
5.65 0 11 
4.5 0 11.55 
3 0 12 
1.333 0 12.5 
0 0 12.9 
-2 0 13.5 
-3.667 0 14 
-5 0 14.4 
-5 0 16 
-5 0 18 
-5 0 20 
-5 0 25 
