ELEM      MODAL
50          12
MODAL No:        1
ELEM No      SA1         SA2         SA3         SA4         SB1         SB2         SB3         SB4       AXIAL
       1  4.327e-010  4.327e-010  4.327e-010  4.327e-010 -3.284e-010 -3.284e-010 -3.284e-010 -3.284e-010 -1.369e-008
       2 -1.916e-010 -1.916e-010 -1.916e-010 -1.916e-010 -1.163e-009 -1.163e-009 -1.163e-009 -1.163e-009  1.369e-008
       3 -1.010e-009 -1.010e-009 -1.010e-009 -1.010e-009 -3.256e-010 -3.256e-010 -3.256e-010 -3.256e-010 -6.846e-009
       4  1.519e-009  1.519e-009  1.519e-009  1.519e-009  5.631e-010  5.631e-010  5.631e-010  5.631e-010 -1.369e-008
       5 -1.014e-009 -1.014e-009 -1.014e-009 -1.014e-009 -4.606e-010 -4.606e-010 -4.606e-010 -4.606e-010 -1.369e-008
       6  4.842e-010  4.842e-010  4.842e-010  4.842e-010 -8.553e-011 -8.553e-011 -8.553e-011 -8.553e-011 -2.054e-008
       7 -4.865e-009 -4.865e-009 -4.865e-009 -4.865e-009 -3.621e-009 -3.621e-009 -3.621e-009 -3.621e-009 -3.423e-008
       8 -3.672e-009 -3.672e-009 -3.672e-009 -3.672e-009 -2.997e-009 -2.997e-009 -2.997e-009 -2.997e-009 -2.054e-008
       9 -3.128e-009 -3.128e-009 -3.128e-009 -3.128e-009 -3.112e-009 -3.112e-009 -3.112e-009 -3.112e-009  0.000e+000
      10 -3.991e-009 -3.991e-009 -3.991e-009 -3.991e-009 -3.457e-009 -3.457e-009 -3.457e-009 -3.457e-009  0.000e+000
      11 -2.560e-009 -2.560e-009 -2.560e-009 -2.560e-009 -2.183e-009 -2.183e-009 -2.183e-009 -2.183e-009 -2.054e-008
      12 -1.919e-009 -1.919e-009 -1.919e-009 -1.919e-009 -3.127e-009 -3.127e-009 -3.127e-009 -3.127e-009  6.846e-009
      13 -3.175e-009 -3.175e-009 -3.175e-009 -3.175e-009 -1.050e-009 -1.050e-009 -1.050e-009 -1.050e-009 -6.846e-009
      14 -1.527e-009 -1.527e-009 -1.527e-009 -1.527e-009 -2.306e-009 -2.306e-009 -2.306e-009 -2.306e-009  4.108e-008
      15 -1.006e-009 -1.006e-009 -1.006e-009 -1.006e-009 -1.502e-009 -1.502e-009 -1.502e-009 -1.502e-009  3.423e-008
      16 -1.305e-009 -1.305e-009 -1.305e-009 -1.305e-009 -1.194e-009 -1.194e-009 -1.194e-009 -1.194e-009  1.369e-008
      17 -8.867e-010 -8.867e-010 -8.867e-010 -8.867e-010 -7.481e-010 -7.481e-010 -7.481e-010 -7.481e-010  5.078e-008
      18 -7.015e-010 -7.015e-010 -7.015e-010 -7.015e-010 -4.081e-010 -4.081e-010 -4.081e-010 -4.081e-010  2.308e-008
      19 -1.695e-010 -1.695e-010 -1.695e-010 -1.695e-010 -1.352e-010 -1.352e-010 -1.352e-010 -1.352e-010  2.308e-008
      20 -1.522e-009 -1.522e-009 -1.522e-009 -1.522e-009 -8.120e-010 -8.120e-010 -8.120e-010 -8.120e-010  1.846e-008
      21 -3.468e-010 -3.468e-010 -3.468e-010 -3.468e-010 -1.095e-009 -1.095e-009 -1.095e-009 -1.095e-009  0.000e+000
      22 -1.021e-009 -1.021e-009 -1.021e-009 -1.021e-009 -1.369e-009 -1.369e-009 -1.369e-009 -1.369e-009  4.616e-008
      23  4.389e-011  4.389e-011  4.389e-011  4.389e-011  5.703e-010  5.703e-010  5.703e-010  5.703e-010  1.385e-008
      24 -6.687e-010 -6.687e-010 -6.687e-010 -6.687e-010 -1.004e-009 -1.004e-009 -1.004e-009 -1.004e-009  4.616e-009
      25 -1.417e-009 -1.417e-009 -1.417e-009 -1.417e-009  1.975e-010  1.975e-010  1.975e-010  1.975e-010 -4.616e-009
      26  6.854e-010  6.854e-010  6.854e-010  6.854e-010 -1.429e-009 -1.429e-009 -1.429e-009 -1.429e-009  3.231e-008
      27 -6.766e-010 -6.766e-010 -6.766e-010 -6.766e-010 -4.296e-010 -4.296e-010 -4.296e-010 -4.296e-010 -1.385e-008
      28 -9.227e-010 -9.227e-010 -9.227e-010 -9.227e-010 -2.483e-010 -2.483e-010 -2.483e-010 -2.483e-010  2.770e-008
      29 -5.386e-010 -5.386e-010 -5.386e-010 -5.386e-010 -2.888e-010 -2.888e-010 -2.888e-010 -2.888e-010 -4.616e-009
      30 -1.956e-010 -1.956e-010 -1.956e-010 -1.956e-010 -3.537e-010 -3.537e-010 -3.537e-010 -3.537e-010  9.232e-009
      31 -1.084e-009 -1.084e-009 -1.084e-009 -1.084e-009 -2.402e-010 -2.402e-010 -2.402e-010 -2.402e-010 -1.385e-008
      32 -6.727e-010 -6.727e-010 -6.727e-010 -6.727e-010 -5.105e-010 -5.105e-010 -5.105e-010 -5.105e-010  1.846e-008
      33 -5.351e-010 -5.351e-010 -5.351e-010 -5.351e-010 -2.560e-010 -2.560e-010 -2.560e-010 -2.560e-010  5.418e-009
      34 -6.093e-010 -6.093e-010 -6.093e-010 -6.093e-010 -1.431e-010 -1.431e-010 -1.431e-010 -1.431e-010 -5.418e-009
      35  7.743e-011  7.743e-011  7.743e-011  7.743e-011  3.045e-010  3.045e-010  3.045e-010  3.045e-010 -5.418e-009
      36  6.746e-010  6.746e-010  6.746e-010  6.746e-010 -6.170e-010 -6.170e-010 -6.170e-010 -6.170e-010  0.000e+000
      37 -1.098e-009 -1.098e-009 -1.098e-009 -1.098e-009  5.187e-010  5.187e-010  5.187e-010  5.187e-010 -1.625e-008
      38 -3.821e-011 -3.821e-011 -3.821e-011 -3.821e-011 -5.282e-010 -5.282e-010 -5.282e-010 -5.282e-010 -2.709e-008
      39  7.059e-010  7.059e-010  7.059e-010  7.059e-010 -9.431e-011 -9.431e-011 -9.431e-011 -9.431e-011  1.436e-008
      40 -3.713e-010 -3.713e-010 -3.713e-010 -3.713e-010 -7.999e-010 -7.999e-010 -7.999e-010 -7.999e-010  2.873e-008
      41 -6.577e-010 -6.577e-010 -6.577e-010 -6.577e-010  6.393e-011  6.393e-011  6.393e-011  6.393e-011 -2.154e-008
      42 -5.146e-010 -5.146e-010 -5.146e-010 -5.146e-010 -8.647e-010 -8.647e-010 -8.647e-010 -8.647e-010 -7.181e-009
      43 -1.385e-010 -1.385e-010 -1.385e-010 -1.385e-010  5.571e-010  5.571e-010  5.571e-010  5.571e-010 -1.436e-008
      44 -1.456e-009 -1.456e-009 -1.456e-009 -1.456e-009 -1.266e-009 -1.266e-009 -1.266e-009 -1.266e-009  1.436e-008
      45 -1.932e-011 -1.932e-011 -1.932e-011 -1.932e-011  2.294e-010  2.294e-010  2.294e-010  2.294e-010 -4.552e-008
      46 -1.648e-010 -1.648e-010 -1.648e-010 -1.648e-010 -4.989e-010 -4.989e-010 -4.989e-010 -4.989e-010 -2.023e-008
      47 -6.381e-010 -6.381e-010 -6.381e-010 -6.381e-010 -3.074e-011 -3.074e-011 -3.074e-011 -3.074e-011  0.000e+000
      48  8.748e-010  8.748e-010  8.748e-010  8.748e-010 -2.644e-011 -2.644e-011 -2.644e-011 -2.644e-011 -2.023e-008
      49 -4.367e-010 -4.367e-010 -4.367e-010 -4.367e-010  6.903e-010  6.903e-010  6.903e-010  6.903e-010 -5.058e-009
      50 -7.414e-010 -7.414e-010 -7.414e-010 -7.414e-010 -6.079e-010 -6.079e-010 -6.079e-010 -6.079e-010 -2.529e-008
MODAL No:        2
ELEM No      SA1         SA2         SA3         SA4         SB1         SB2         SB3         SB4       AXIAL
       1  2.207e-009  2.207e-009  2.207e-009  2.207e-009  9.368e-010  9.368e-010  9.368e-010  9.368e-010 -9.895e-010
       2 -3.581e-010 -3.581e-010 -3.581e-010 -3.581e-010 -1.415e-009 -1.415e-009 -1.415e-009 -1.415e-009  4.226e-009
       3 -8.624e-010 -8.624e-010 -8.624e-010 -8.624e-010 -3.140e-010 -3.140e-010 -3.140e-010 -3.140e-010 -5.991e-009
       4 -1.174e-009 -1.174e-009 -1.174e-009 -1.174e-009 -2.526e-009 -2.526e-009 -2.526e-009 -2.526e-009  6.686e-010
       5 -7.199e-010 -7.199e-010 -7.199e-010 -7.199e-010 -1.274e-009 -1.274e-009 -1.274e-009 -1.274e-009  2.728e-009
       6 -2.090e-009 -2.090e-009 -2.090e-009 -2.090e-009 -3.416e-009 -3.416e-009 -3.416e-009 -3.416e-009  2.327e-009
       7 -8.443e-009 -8.443e-009 -8.443e-009 -8.443e-009 -8.515e-009 -8.515e-009 -8.515e-009 -8.515e-009 -5.937e-009
       8 -7.235e-009 -7.235e-009 -7.235e-009 -7.235e-009 -8.365e-009 -8.365e-009 -8.365e-009 -8.365e-009  4.038e-009
       9 -7.443e-009 -7.443e-009 -7.443e-009 -7.443e-009 -8.672e-009 -8.672e-009 -8.672e-009 -8.672e-009 -7.221e-010
      10 -1.125e-008 -1.125e-008 -1.125e-008 -1.125e-008 -1.290e-008 -1.290e-008 -1.290e-008 -1.290e-008  2.434e-009
      11 -1.102e-008 -1.102e-008 -1.102e-008 -1.102e-008 -1.251e-008 -1.251e-008 -1.251e-008 -1.251e-008  1.391e-009
      12 -1.333e-008 -1.333e-008 -1.333e-008 -1.333e-008 -1.479e-008 -1.479e-008 -1.479e-008 -1.479e-008 -8.023e-010
      13 -1.499e-008 -1.499e-008 -1.499e-008 -1.499e-008 -1.590e-008 -1.590e-008 -1.590e-008 -1.590e-008  5.589e-009
      14 -1.481e-008 -1.481e-008 -1.481e-008 -1.481e-008 -1.518e-008 -1.518e-008 -1.518e-008 -1.518e-008 -5.295e-009
      15 -1.610e-008 -1.610e-008 -1.610e-008 -1.610e-008 -1.659e-008 -1.659e-008 -1.659e-008 -1.659e-008  2.942e-010
      16 -1.617e-008 -1.617e-008 -1.617e-008 -1.617e-008 -1.498e-008 -1.498e-008 -1.498e-008 -1.498e-008  3.396e-009
      17 -1.202e-008 -1.202e-008 -1.202e-008 -1.202e-008 -1.326e-008 -1.326e-008 -1.326e-008 -1.326e-008 -5.193e-009
      18 -1.320e-008 -1.320e-008 -1.320e-008 -1.320e-008 -1.514e-008 -1.514e-008 -1.514e-008 -1.514e-008  4.905e-009
      19 -1.590e-008 -1.590e-008 -1.590e-008 -1.590e-008 -1.559e-008 -1.559e-008 -1.559e-008 -1.559e-008 -6.131e-010
      20 -1.495e-008 -1.495e-008 -1.495e-008 -1.495e-008 -1.696e-008 -1.696e-008 -1.696e-008 -1.696e-008 -2.488e-009
      21 -1.685e-008 -1.685e-008 -1.685e-008 -1.685e-008 -1.877e-008 -1.877e-008 -1.877e-008 -1.877e-008 -9.737e-010
      22 -1.889e-008 -1.889e-008 -1.889e-008 -1.889e-008 -2.066e-008 -2.066e-008 -2.066e-008 -2.066e-008 -2.164e-010
      23 -1.976e-008 -1.976e-008 -1.976e-008 -1.976e-008 -1.988e-008 -1.988e-008 -1.988e-008 -1.988e-008  4.652e-009
      24 -1.989e-008 -1.989e-008 -1.989e-008 -1.989e-008 -2.092e-008 -2.092e-008 -2.092e-008 -2.092e-008 -1.767e-009
      25 -2.134e-008 -2.134e-008 -2.134e-008 -2.134e-008 -1.844e-008 -1.844e-008 -1.844e-008 -1.844e-008 -1.984e-009
      26 -1.874e-008 -1.874e-008 -1.874e-008 -1.874e-008 -1.862e-008 -1.862e-008 -1.862e-008 -1.862e-008 -1.443e-009
      27 -1.859e-008 -1.859e-008 -1.859e-008 -1.859e-008 -1.798e-008 -1.798e-008 -1.798e-008 -1.798e-008  7.285e-009
      28 -1.750e-008 -1.750e-008 -1.750e-008 -1.750e-008 -1.628e-008 -1.628e-008 -1.628e-008 -1.628e-008 -3.787e-009
      29 -1.632e-008 -1.632e-008 -1.632e-008 -1.632e-008 -1.655e-008 -1.655e-008 -1.655e-008 -1.655e-008 -4.760e-009
      30 -1.589e-008 -1.589e-008 -1.589e-008 -1.589e-008 -1.367e-008 -1.367e-008 -1.367e-008 -1.367e-008  5.987e-009
      31 -1.453e-008 -1.453e-008 -1.453e-008 -1.453e-008 -1.213e-008 -1.213e-008 -1.213e-008 -1.213e-008 -1.298e-009
      32 -1.312e-008 -1.312e-008 -1.312e-008 -1.312e-008 -1.158e-008 -1.158e-008 -1.158e-008 -1.158e-008  9.377e-010
      33 -1.459e-008 -1.459e-008 -1.459e-008 -1.459e-008 -1.250e-008 -1.250e-008 -1.250e-008 -1.250e-008  8.465e-010
      34 -1.236e-008 -1.236e-008 -1.236e-008 -1.236e-008 -1.006e-008 -1.006e-008 -1.006e-008 -1.006e-008 -1.608e-009
      35 -9.292e-009 -9.292e-009 -9.292e-009 -9.292e-009 -7.896e-009 -7.896e-009 -7.896e-009 -7.896e-009  1.418e-009
      36 -9.471e-009 -9.471e-009 -9.471e-009 -9.471e-009 -7.911e-009 -7.911e-009 -7.911e-009 -7.911e-009 -1.376e-009
      37 -7.829e-009 -7.829e-009 -7.829e-009 -7.829e-009 -7.497e-009 -7.497e-009 -7.497e-009 -7.497e-009 -2.370e-009
      38 -6.459e-009 -6.459e-009 -6.459e-009 -6.459e-009 -6.859e-009 -6.859e-009 -6.859e-009 -6.859e-009  6.518e-009
      39 -1.085e-008 -1.085e-008 -1.085e-008 -1.085e-008 -7.766e-009 -7.766e-009 -7.766e-009 -7.766e-009 -3.422e-009
      40 -6.819e-009 -6.819e-009 -6.819e-009 -6.819e-009 -5.993e-009 -5.993e-009 -5.993e-009 -5.993e-009 -2.861e-009
