NODE    ELEM     MODAL   ELEM(BEAM)
100      99       4        10      
MODAL No: 7  
NODE(ELEM) No             Z1                                  Z2                                 MID
1        0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
2        -1.933E+02  0.000E+00   1.643E+02   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
3        -7.607E+02  0.000E+00   6.468E+02   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
4        -1.684E+03  0.000E+00   1.432E+03   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
5        -2.945E+03  0.000E+00   2.504E+03   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
6        -4.524E+03  0.000E+00   3.847E+03   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
7        -6.404E+03  0.000E+00   5.445E+03   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
8        -8.567E+03  0.000E+00   7.284E+03   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
9        -1.099E+04  0.000E+00   9.347E+03   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
10       -1.366E+04  0.000E+00   1.162E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
11       -1.656E+04  0.000E+00   1.408E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
12       -1.967E+04  0.000E+00   1.673E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
13       -2.297E+04  0.000E+00   1.953E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
14       -2.644E+04  0.000E+00   2.248E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
15       -3.007E+04  0.000E+00   2.557E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
16       -3.384E+04  0.000E+00   2.877E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
17       -3.772E+04  0.000E+00   3.207E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
18       -4.171E+04  0.000E+00   3.546E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
19       -4.578E+04  0.000E+00   3.892E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
20       -4.992E+04  0.000E+00   4.245E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
21       -5.411E+04  0.000E+00   4.601E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
22       -5.834E+04  0.000E+00   4.960E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
23       -6.259E+04  0.000E+00   5.322E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
24       -6.684E+04  0.000E+00   5.683E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
25       -7.107E+04  0.000E+00   6.043E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
26       -7.528E+04  0.000E+00   6.401E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
27       -7.945E+04  0.000E+00   6.755E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
28       -8.356E+04  0.000E+00   7.105E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
29       -8.760E+04  0.000E+00   7.448E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
30       -9.155E+04  0.000E+00   7.784E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
31       -9.541E+04  0.000E+00   8.112E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
32       -9.915E+04  0.000E+00   8.431E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
33       -1.028E+05  0.000E+00   8.739E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
34       -1.063E+05  0.000E+00   9.035E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
35       -1.096E+05  0.000E+00   9.320E+04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  
