0 0
1 1
20 50
2
200
  6.500e+02   0.000e+00   1.198e+01
  6.499e+02   2.368e+00   1.198e+01
  6.498e+02   4.735e+00   1.198e+01
  6.494e+02   7.101e+00   1.198e+01
  6.490e+02   9.466e+00   1.198e+01
  6.484e+02   1.183e+01   1.198e+01
  6.478e+02   1.419e+01   1.198e+01
  6.470e+02   1.654e+01   1.198e+01
  6.460e+02   1.889e+01   1.198e+01
  6.450e+02   2.124e+01   1.198e+01
  6.438e+02   2.358e+01   1.198e+01
  6.425e+02   2.592e+01   1.198e+01
  6.411e+02   2.825e+01   1.198e+01
  6.395e+02   3.057e+01   1.198e+01
  6.378e+02   3.288e+01   1.198e+01
  6.360e+02   3.519e+01   1.198e+01
  6.341e+02   3.749e+01   1.198e+01
  6.321e+02   3.978e+01   1.198e+01
  6.299e+02   4.205e+01   1.198e+01
  6.277e+02   4.432e+01   1.198e+01
  6.253e+02   4.658e+01   1.198e+01
  6.228e+02   4.882e+01   1.198e+01
  6.201e+02   5.106e+01   1.198e+01
  6.174e+02   5.328e+01   1.198e+01
  6.145e+02   5.548e+01   1.198e+01
  6.116e+02   5.768e+01   1.198e+01
  6.085e+02   5.985e+01   1.198e+01
  6.053e+02   6.202e+01   1.198e+01
  6.019e+02   6.417e+01   1.198e+01
  5.985e+02   6.630e+01   1.198e+01
  5.950e+02   6.841e+01   1.198e+01
  5.913e+02   7.051e+01   1.198e+01
  5.875e+02   7.259e+01   1.198e+01
  5.837e+02   7.466e+01   1.198e+01
  5.797e+02   7.670e+01   1.198e+01
  5.756e+02   7.873e+01   1.198e+01
  5.714e+02   8.073e+01   1.198e+01
  5.671e+02   8.272e+01   1.198e+01
  5.627e+02   8.468e+01   1.198e+01
  5.582e+02   8.663e+01   1.198e+01
  5.536e+02   8.855e+01   1.198e+01
  5.489e+02   9.045e+01   1.198e+01
  5.441e+02   9.233e+01   1.198e+01
  5.392e+02   9.418e+01   1.198e+01
  5.341e+02   9.601e+01   1.198e+01
  5.290e+02   9.782e+01   1.198e+01
  5.239e+02   9.960e+01   1.198e+01
  5.186e+02   1.014e+02   1.198e+01
  5.132e+02   1.031e+02   1.198e+01
  5.077e+02   1.048e+02   1.198e+01
  5.022e+02   1.065e+02   1.198e+01
  4.965e+02   1.081e+02   1.198e+01
  4.908e+02   1.098e+02   1.198e+01
  4.850e+02   1.114e+02   1.198e+01
  4.791e+02   1.129e+02   1.198e+01
  4.731e+02   1.145e+02   1.198e+01
  4.670e+02   1.160e+02   1.198e+01
  4.609e+02   1.175e+02   1.198e+01
  4.546e+02   1.189e+02   1.198e+01
  4.483e+02   1.204e+02   1.198e+01
  4.420e+02   1.218e+02   1.198e+01
  4.355e+02   1.231e+02   1.198e+01
  4.290e+02   1.245e+02   1.198e+01
  4.224e+02   1.258e+02   1.198e+01
  4.158e+02   1.271e+02   1.198e+01
  4.091e+02   1.283e+02   1.198e+01
  4.023e+02   1.295e+02   1.198e+01
  3.954e+02   1.307e+02   1.198e+01
  3.885e+02   1.318e+02   1.198e+01
  3.816e+02   1.329e+02   1.198e+01
  3.745e+02   1.340e+02   1.198e+01
  3.674e+02   1.351e+02   1.198e+01
  3.603e+02   1.361e+02   1.198e+01
  3.531e+02   1.371e+02   1.198e+01
  3.459e+02   1.380e+02   1.198e+01
  3.386e+02   1.389e+02   1.198e+01
  3.313e+02   1.398e+02   1.198e+01
  3.239e+02   1.406e+02   1.198e+01
  3.165e+02   1.414e+02   1.198e+01
  3.090e+02   1.422e+02   1.198e+01
  3.015e+02   1.429e+02   1.198e+01
  2.940e+02   1.436e+02   1.198e+01
  2.864e+02   1.443e+02   1.198e+01
  2.788e+02   1.449e+02   1.198e+01
  2.711e+02   1.455e+02   1.198e+01
  2.635e+02   1.461e+02   1.198e+01
  2.558e+02   1.466e+02   1.198e+01
  2.480e+02   1.471e+02   1.198e+01
  2.403e+02   1.475e+02   1.198e+01
  2.325e+02   1.479e+02   1.198e+01
  2.247e+02   1.483e+02   1.198e+01
  2.169e+02   1.487e+02   1.198e+01
  2.091e+02   1.489e+02   1.198e+01
  2.012e+02   1.492e+02   1.198e+01
  1.934e+02   1.494e+02   1.198e+01
  1.855e+02   1.496e+02   1.198e+01
  1.776e+02   1.498e+02   1.198e+01
  1.697e+02   1.499e+02   1.198e+01
  1.618e+02   1.500e+02   1.198e+01
  1.539e+02   1.500e+02   1.198e+01
  1.461e+02   1.500e+02   1.198e+01
  1.382e+02   1.500e+02   1.198e+01
  1.303e+02   1.499e+02   1.198e+01
  1.224e+02   1.498e+02   1.198e+01
  1.145e+02   1.496e+02   1.198e+01
  1.066e+02   1.494e+02   1.198e+01
  9.878e+01   1.492e+02   1.198e+01
  9.094e+01   1.489e+02   1.198e+01
  8.311e+01   1.487e+02   1.198e+01
  7.529e+01   1.483e+02   1.198e+01
  6.750e+01   1.479e+02   1.198e+01
  5.972e+01   1.475e+02   1.198e+01
  5.197e+01   1.471e+02   1.198e+01
  4.424e+01   1.466e+02   1.198e+01
  3.654e+01   1.461e+02   1.198e+01
  2.887e+01   1.455e+02   1.198e+01
  2.123e+01   1.449e+02   1.198e+01
  1.362e+01   1.443e+02   1.198e+01
  6.038e+00   1.436e+02   1.198e+01
 -1.503e+00   1.429e+02   1.198e+01
 -9.006e+00   1.422e+02   1.198e+01
 -1.647e+01   1.414e+02   1.198e+01
 -2.389e+01   1.406e+02   1.198e+01
 -3.127e+01   1.398e+02   1.198e+01
 -3.860e+01   1.389e+02   1.198e+01
 -4.589e+01   1.380e+02   1.198e+01
 -5.313e+01   1.371e+02   1.198e+01
 -6.032e+01   1.361e+02   1.198e+01
 -6.745e+01   1.351e+02   1.198e+01
 -7.453e+01   1.340e+02   1.198e+01
 -8.155e+01   1.329e+02   1.198e+01
 -8.852e+01   1.318e+02   1.198e+01
 -9.543e+01   1.307e+02   1.198e+01
 -1.023e+02   1.295e+02   1.198e+01
 -1.091e+02   1.283e+02   1.198e+01
 -1.158e+02   1.271e+02   1.198e+01
 -1.224e+02   1.258e+02   1.198e+01
 -1.290e+02   1.245e+02   1.198e+01
 -1.355e+02   1.231e+02   1.198e+01
 -1.420e+02   1.218e+02   1.198e+01
 -1.483e+02   1.204e+02   1.198e+01
 -1.546e+02   1.189e+02   1.198e+01
 -1.609e+02   1.175e+02   1.198e+01
 -1.670e+02   1.160e+02   1.198e+01
