0 0
1 1
20 40
2
100
 4.500e+001  0.000e+000  0.000e+000
 4.499e+001  2.380e-001  0.000e+000
 4.498e+001  4.759e-001  0.000e+000
 4.495e+001  7.137e-001  0.000e+000
 4.491e+001  9.514e-001  0.000e+000
 4.486e+001  1.189e+000  0.000e+000
 4.480e+001  1.426e+000  0.000e+000
 4.472e+001  1.663e+000  0.000e+000
 4.464e+001  1.899e+000  0.000e+000
 4.454e+001  2.135e+000  0.000e+000
 4.443e+001  2.370e+000  0.000e+000
 4.432e+001  2.605e+000  0.000e+000
 4.419e+001  2.839e+000  0.000e+000
 4.405e+001  3.072e+000  0.000e+000
 4.389e+001  3.305e+000  0.000e+000
 4.373e+001  3.536e+000  0.000e+000
 4.356e+001  3.767e+000  0.000e+000
 4.337e+001  3.997e+000  0.000e+000
 4.318e+001  4.226e+000  0.000e+000
 4.297e+001  4.454e+000  0.000e+000
 4.275e+001  4.681e+000  0.000e+000
 4.253e+001  4.906e+000  0.000e+000
 4.229e+001  5.130e+000  0.000e+000
 4.204e+001  5.353e+000  0.000e+000
 4.178e+001  5.575e+000  0.000e+000
 4.151e+001  5.795e+000  0.000e+000
 4.122e+001  6.014e+000  0.000e+000
 4.093e+001  6.231e+000  0.000e+000
 4.063e+001  6.447e+000  0.000e+000
 4.032e+001  6.661e+000  0.000e+000
 4.000e+001  6.873e+000  0.000e+000
 3.967e+001  7.084e+000  0.000e+000
 3.932e+001  7.293e+000  0.000e+000
 3.897e+001  7.500e+000  0.000e+000
 3.861e+001  7.705e+000  0.000e+000
 3.824e+001  7.908e+000  0.000e+000
 3.786e+001  8.110e+000  0.000e+000
 3.747e+001  8.309e+000  0.000e+000
 3.707e+001  8.506e+000  0.000e+000
 3.666e+001  8.701e+000  0.000e+000
 3.624e+001  8.894e+000  0.000e+000
 3.581e+001  9.084e+000  0.000e+000
 3.537e+001  9.272e+000  0.000e+000
 3.493e+001  9.458e+000  0.000e+000
 3.447e+001  9.642e+000  0.000e+000
 3.401e+001  9.823e+000  0.000e+000
 3.354e+001  1.000e+001  0.000e+000
 3.306e+001  1.018e+001  0.000e+000
 3.257e+001  1.035e+001  0.000e+000
 3.207e+001  1.052e+001  0.000e+000
 3.157e+001  1.069e+001  0.000e+000
 3.105e+001  1.086e+001  0.000e+000
 3.053e+001  1.102e+001  0.000e+000
 3.000e+001  1.118e+001  0.000e+000
 2.947e+001  1.134e+001  0.000e+000
 2.893e+001  1.149e+001  0.000e+000
 2.837e+001  1.164e+001  0.000e+000
 2.782e+001  1.179e+001  0.000e+000
 2.725e+001  1.194e+001  0.000e+000
 2.668e+001  1.208e+001  0.000e+000
 2.610e+001  1.222e+001  0.000e+000
 2.552e+001  1.236e+001  0.000e+000
 2.493e+001  1.249e+001  0.000e+000
 2.433e+001  1.262e+001  0.000e+000
 2.373e+001  1.275e+001  0.000e+000
 2.312e+001  1.287e+001  0.000e+000
 2.250e+001  1.299e+001  0.000e+000
 2.188e+001  1.311e+001  0.000e+000
 2.125e+001  1.322e+001  0.000e+000
 2.062e+001  1.333e+001  0.000e+000
 1.998e+001  1.344e+001  0.000e+000
 1.934e+001  1.354e+001  0.000e+000
 1.869e+001  1.364e+001  0.000e+000
 1.804e+001  1.374e+001  0.000e+000
 1.739e+001  1.384e+001  0.000e+000
 1.672e+001  1.393e+001  0.000e+000
 1.606e+001  1.401e+001  0.000e+000
 1.539e+001  1.410e+001  0.000e+000
 1.472e+001  1.418e+001  0.000e+000
 1.404e+001  1.425e+001  0.000e+000
 1.336e+001  1.432e+001  0.000e+000
 1.268e+001  1.439e+001  0.000e+000
 1.199e+001  1.446e+001  0.000e+000
 1.130e+001  1.452e+001  0.000e+000
 1.061e+001  1.458e+001  0.000e+000
 9.914e+000  1.463e+001  0.000e+000
 9.216e+000  1.468e+001  0.000e+000
 8.516e+000  1.473e+001  0.000e+000
 7.814e+000  1.477e+001  0.000e+000
 7.110e+000  1.481e+001  0.000e+000
 6.404e+000  1.485e+001  0.000e+000
 5.697e+000  1.488e+001  0.000e+000
 4.988e+000  1.491e+001  0.000e+000
 4.278e+000  1.493e+001  0.000e+000
 3.566e+000  1.495e+001  0.000e+000
 2.854e+000  1.497e+001  0.000e+000
 2.141e+000  1.498e+001  0.000e+000
 1.428e+000  1.499e+001  0.000e+000
 7.140e-001  1.500e+001  0.000e+000
 1.206e-006  1.500e+001  0.000e+000
11
 1.500e+001  0.000e+000  0.000e+000
 1.350e+001  3.312e-001  0.000e+000
 1.200e+001  6.091e-001  0.000e+000
 1.050e+001  8.400e-001  0.000e+000
 9.000e+000  1.029e+000  0.000e+000
 7.500e+000  1.181e+000  0.000e+000
 6.000e+000  1.300e+000  0.000e+000
 4.500e+000  1.390e+000  0.000e+000
 3.000e+000  1.452e+000  0.000e+000
 1.500e+000  1.488e+000  0.000e+000
 0.000e+000  1.500e+000  0.000e+000
