                                            MOTIONS (CENTER OF GRAVITY, INTERPOLATE, WNX6)
-----------------------------------------------------------------------------------------------------------------------------------------------
WAVE ANGLE = 0.00
PERIOD   FREQ              Surge                Sway                 Heave                Roll                 Pitch                 Yaw
------   ----     -----------------------------------------------------------------------------------------------------------------------------
(SECS)  (RAD/S)        AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE
3.511    1.789     5.874e-001  -91.036  1.017e+000   88.963  1.296e+000    6.350  2.034e+001   92.476  1.172e+001   92.420  5.606e-002   -3.158
3.471    1.810     5.800e-001  -91.054  1.005e+000   88.946  1.311e+000    6.639  2.058e+001   92.505  1.186e+001   92.448  5.617e-002   -2.991
3.432    1.831     5.726e-001  -91.072  9.919e-001   88.928  1.326e+000    6.948  2.082e+001   92.534  1.200e+001   92.475  5.627e-002   -2.825
3.394    1.851     5.655e-001  -91.090  9.795e-001   88.910  1.343e+000    7.279  2.106e+001   92.563  1.214e+001   92.503  5.638e-002   -2.661
3.357    1.872     5.585e-001  -91.108  9.674e-001   88.892  1.360e+000    7.632  2.131e+001   92.592  1.228e+001   92.530  5.649e-002   -2.497
3.320    1.892     5.516e-001  -91.127  9.555e-001   88.873  1.378e+000    8.011  2.155e+001   92.621  1.242e+001   92.557  5.660e-002   -2.335
3.284    1.913     5.449e-001  -91.146  9.438e-001   88.855  1.398e+000    8.417  2.179e+001   92.649  1.256e+001   92.584  5.672e-002   -2.173
3.249    1.934     5.383e-001  -91.165  9.324e-001   88.836  1.419e+000    8.854  2.204e+001   92.678  1.270e+001   92.610  5.684e-002   -2.012
3.215    1.954     5.318e-001  -91.185  9.212e-001   88.816  1.441e+000    9.326  2.228e+001   92.707  1.284e+001   92.637  5.696e-002   -1.852
3.182    1.975     5.254e-001  -91.205  9.102e-001   88.796  1.464e+000    9.835  2.252e+001   92.735  1.298e+001   92.663  5.708e-002   -1.693
3.149    1.995     5.192e-001  -91.225  8.994e-001   88.776  1.490e+000   10.386  2.277e+001   92.764  1.312e+001   92.689  5.720e-002   -1.534
3.117    2.016     5.131e-001  -91.246  8.888e-001   88.756  1.517e+000   10.984  2.301e+001   92.792  1.326e+001   92.714  5.733e-002   -1.375
3.085    2.037     5.071e-001  -91.267  8.784e-001   88.735  1.546e+000   11.633  2.326e+001   92.820  1.340e+001   92.740  5.746e-002   -1.217
3.054    2.057     5.012e-001  -91.288  8.681e-001   88.714  1.577e+000   12.339  2.350e+001   92.848  1.354e+001   92.765  5.759e-002   -1.059
3.024    2.078     4.954e-001  -91.310  8.581e-001   88.692  1.610e+000   13.106  2.375e+001   92.876  1.368e+001   92.790  5.773e-002   -0.901
2.994    2.098     4.897e-001  -91.332  8.482e-001   88.671  1.645e+000   13.940  2.400e+001   92.904  1.382e+001   92.814  5.787e-002   -0.743
2.965    2.119     4.841e-001  -91.355  8.385e-001   88.648  1.683e+000   14.849  2.424e+001   92.931  1.397e+001   92.839  5.801e-002   -0.585
2.936    2.140     4.786e-001  -91.378  8.290e-001   88.626  1.724e+000   15.847  2.449e+001   92.959  1.411e+001   92.862  5.815e-002   -0.427
2.908    2.160     4.732e-001  -91.401  8.196e-001   88.602  1.768e+000   16.951  2.474e+001   92.986  1.425e+001   92.886  5.829e-002   -0.268
2.881    2.181     4.678e-001  -91.425  8.104e-001   88.579  1.816e+000   18.182  2.499e+001   93.012  1.439e+001   92.909  5.844e-002   -0.110
2.854    2.202     4.626e-001  -91.450  8.013e-001   88.555  1.869e+000   19.564  2.524e+001   93.039  1.454e+001   92.931  5.859e-002    0.049
2.828    2.222     4.574e-001  -91.475  7.924e-001   88.530  1.926e+000   21.120  2.549e+001   93.066  1.468e+001   92.953  5.874e-002    0.209
2.802    2.243     4.524e-001  -91.501  7.836e-001   88.505  1.988e+000   22.851  2.574e+001   93.092  1.482e+001   92.975  5.889e-002    0.369
2.776    2.263     4.474e-001  -91.527  7.750e-001   88.480  2.053e+000   24.752  2.599e+001   93.117  1.497e+001   92.996  5.905e-002    0.530
2.751    2.284     4.425e-001  -91.554  7.665e-001   88.454  2.121e+000   26.813  2.624e+001   93.143  1.511e+001   93.017  5.921e-002    0.691
2.726    2.305     4.376e-001  -91.581  7.581e-001   88.427  2.189e+000   29.018  2.649e+001   93.168  1.526e+001   93.039  5.937e-002    0.854
2.702    2.325     4.328e-001  -91.609  7.498e-001   88.400  2.258e+000   31.398  2.674e+001   93.193  1.541e+001   93.060  5.954e-002    1.018
2.679    2.346     4.281e-001  -91.637  7.417e-001   88.372  2.331e+000   34.108  2.699e+001   93.217  1.555e+001   93.081  5.970e-002    1.183
2.655    2.366     4.235e-001  -91.666  7.336e-001   88.344  2.412e+000   37.345  2.725e+001   93.241  1.570e+001   93.103  5.987e-002    1.349
2.632    2.387     4.189e-001  -91.696  7.257e-001   88.315  2.501e+000   41.334  2.750e+001   93.265  1.585e+001   93.125  6.004e-002    1.516
2.610    2.408     4.145e-001  -91.727  7.179e-001   88.286  2.595e+000   46.312  2.776e+001   93.288  1.600e+001   93.150  6.021e-002    1.685
2.588    2.428     4.100e-001  -91.758  7.102e-001   88.255  2.682e+000   52.181  2.801e+001   93.311  1.615e+001   93.177  6.039e-002    1.856
2.566    2.449     4.056e-001  -91.790  7.026e-001   88.225  2.742e+000   58.324  2.827e+001   93.333  1.630e+001   93.209  6.056e-002    2.028
2.544    2.469     4.013e-001  -91.822  6.951e-001   88.193  2.765e+000   64.036  2.852e+001   93.355  1.645e+001   93.243  6.074e-002    2.203
2.523    2.490     3.971e-001  -91.854  6.877e-001   88.161  2.756e+000   68.662  2.878e+001   93.376  1.660e+001   93.277  6.092e-002    2.379
2.503    2.511     3.928e-001  -91.886  6.804e-001   88.127  2.726e+000   71.686  2.904e+001   93.396  1.675e+001   93.306  6.111e-002    2.557
2.482    2.531     3.887e-001  -91.920  6.732e-001   88.093  2.683e+000   74.037  2.930e+001   93.416  1.690e+001   93.334  6.129e-002    2.738
2.462    2.552     3.846e-001  -91.954  6.661e-001   88.059  2.622e+000   78.021  2.956e+001   93.435  1.705e+001   93.366  6.148e-002    2.921
2.443    2.572     3.805e-001  -91.989  6.591e-001   88.023  2.518e+000   85.494  2.982e+001   93.454  1.720e+001   93.408  6.167e-002    3.107
2.423    2.593     3.765e-001  -92.023  6.521e-001   87.987  2.334e+000   96.389  3.008e+001   93.472  1.734e+001   93.459  6.186e-002    3.296
2.404    2.614     3.726e-001  -92.058  6.453e-001   87.949  2.087e+000  108.013  3.034e+001   93.489  1.749e+001   93.506  6.205e-002    3.487
2.385    2.634     3.687e-001  -92.095  6.385e-001   87.911  1.862e+000  116.576  3.060e+001   93.505  1.763e+001   93.538  6.224e-002    3.682
2.367    2.655     3.648e-001  -92.133  6.318e-001   87.872  1.701e+000  121.591  3.087e+001   93.520  1.778e+001   93.560  6.244e-002    3.880
2.349    2.675     3.609e-001  -92.174  6.252e-001   87.832  1.590e+000  123.919  3.113e+001   93.535  1.793e+001   93.575  6.263e-002    4.081
2.331    2.696     3.571e-001  -92.215  6.186e-001   87.790  1.506e+000  123.809  3.140e+001   93.548  1.808e+001   93.585  6.283e-002    4.286
2.313    2.717     3.534e-001  -92.258  6.121e-001   87.748  1.405e+000  120.528  3.166e+001   93.561  1.823e+001   93.590  6.302e-002    4.495
2.295    2.737     3.497e-001  -92.300  6.057e-001   87.705  1.190e+000  115.495  3.193e+001   93.572  1.837e+001   93.590  6.322e-002    4.707
2.278    2.758     3.460e-001  -92.342  5.994e-001   87.660  9.042e-001  119.980  3.220e+001   93.583  1.852e+001   93.600  6.342e-002    4.924
2.261    2.778     3.424e-001  -92.388  5.931e-001   87.615  8.344e-001  133.180  3.247e+001   93.593  1.867e+001   93.619  6.362e-002    5.145
2.245    2.799     3.388e-001  -92.436  5.869e-001   87.568  8.639e-001  139.836  3.274e+001   93.601  1.882e+001   93.632  6.381e-002    5.371
2.228    2.820     3.352e-001  -92.485  5.807e-001   87.520  8.686e-001  142.543  3.302e+001   93.608  1.898e+001   93.640  6.401e-002    5.602
2.212    2.840     3.317e-001  -92.536  5.746e-001   87.471  8.362e-001  144.566  3.329e+001   93.614  1.913e+001   93.644  6.421e-002    5.837
2.196    2.861     3.282e-001  -92.587  5.686e-001   87.420  7.506e-001  147.415  3.357e+001   93.619  1.929e+001   93.644  6.440e-002    6.078
2.181    2.881     3.248e-001  -92.638  5.626e-001   87.368  5.251e-001  154.027  3.384e+001   93.622  1.944e+001   93.637  6.460e-002    6.324
2.165    2.902     3.213e-001  -92.683  5.567e-001   87.315  4.005e-001    0.509  3.412e+001   93.625  1.959e+001   93.585  6.479e-002    6.576
2.150    2.923     3.178e-001  -92.751  5.508e-001   87.261  1.788e+000   82.676  3.440e+001   93.625  1.979e+001   93.578  6.498e-002    6.834
2.135    2.943     3.145e-001  -92.811  5.450e-001   87.205  1.440e+000  105.665  3.469e+001   93.625  1.994e+001   93.618  6.517e-002    7.098
2.120    2.964     3.112e-001  -92.868  5.392e-001   87.148  1.205e+000  109.216  3.497e+001   93.623  2.010e+001   93.617  6.536e-002    7.368
2.105    2.984     3.079e-001  -92.925  5.335e-001   87.090  1.005e+000  108.937  3.526e+001   93.619  2.025e+001   93.609  6.554e-002    7.645
2.091    3.005     3.047e-001  -92.985  5.279e-001   87.030  8.296e-001  109.767  3.554e+001   93.614  2.041e+001   93.601  6.573e-002    7.929
2.077    3.026     3.014e-001  -93.047  5.223e-001   86.969  7.147e-001  113.133  3.583e+001   93.608  2.057e+001   93.593  6.590e-002    8.220
2.063    3.046     2.982e-001  -93.110  5.167e-001   86.907  6.493e-001  117.004  3.612e+001   93.600  2.073e+001   93.584  6.608e-002    8.518
2.049    3.067     2.950e-001  -93.176  5.112e-001   86.843  6.102e-001  120.235  3.642e+001   93.590  2.090e+001   93.574  6.624e-002    8.823
2.035    3.087     2.919e-001  -93.242  5.058e-001   86.778  5.810e-001  122.618  3.672e+001   93.579  2.107e+001   93.561  6.641e-002    9.137
2.022    3.108     2.888e-001  -93.310  5.004e-001   86.712  5.515e-001  124.263  3.702e+001   93.567  2.123e+001   93.546  6.656e-002    9.458
2.008    3.129     2.857e-001  -93.379  4.950e-001   86.644  5.187e-001  125.387  3.732e+001   93.552  2.140e+001   93.528  6.671e-002    9.788
1.995    3.149     2.826e-001  -93.449  4.897e-001   86.575  4.845e-001  126.198  3.762e+001   93.537  2.157e+001   93.509  6.686e-002   10.126
1.982    3.170     2.796e-001  -93.521  4.844e-001   86.505  4.508e-001  126.817  3.793e+001   93.519  2.174e+001   93.489  6.699e-002   10.473
1.969    3.190     2.765e-001  -93.594  4.792e-001   86.434  4.192e-001  127.309  3.824e+001   93.501  2.192e+001   93.466  6.712e-002   10.828
1.957    3.211     2.735e-001  -93.667  4.740e-001   86.362  3.912e-001  127.701  3.855e+001   93.481  2.209e+001   93.442  6.724e-002   11.193
1.944    3.232     2.706e-001  -93.742  4.689e-001   86.289  3.670e-001  128.000  3.887e+001   93.459  2.227e+001   93.417  6.734e-002   11.567
1.932    3.252     2.676e-001  -93.818  4.638e-001   86.215  3.459e-001  128.209  3.919e+001   93.436  2.245e+001   93.390  6.744e-002   11.950
1.920    3.273     2.647e-001  -93.895  4.587e-001   86.140  3.270e-001  128.337  3.952e+001   93.412  2.263e+001   93.362  6.753e-002   12.343
1.908    3.293     2.618e-001  -93.973  4.537e-001   86.064  3.096e-001  128.396  3.984e+001   93.387  2.282e+001   93.332  6.760e-002   12.746
1.896    3.314     2.589e-001  -94.051  4.487e-001   85.988  2.932e-001  128.396  4.018e+001   93.360  2.300e+001   93.302  6.766e-002   13.159
1.884    3.335     2.561e-001  -94.129  4.438e-001   85.912  2.775e-001  128.344  4.051e+001   93.333  2.319e+001   93.270  6.771e-002   13.582
1.873    3.355     2.532e-001  -94.208  4.388e-001   85.835  2.627e-001  128.245  4.086e+001   93.305  2.338e+001   93.237  6.774e-002   14.015
1.861    3.376     2.504e-001  -94.288  4.340e-001   85.758  2.487e-001  128.100  4.120e+001   93.276  2.357e+001   93.204  6.775e-002   14.457
1.850    3.396     2.476e-001  -94.367  4.292e-001   85.682  2.356e-001  127.914  4.155e+001   93.246  2.377e+001   93.170  6.775e-002   14.911
1.839    3.417     2.449e-001  -94.446  4.244e-001   85.605  2.234e-001  127.689  4.191e+001   93.216  2.397e+001   93.135  6.773e-002   15.374
1.828    3.438     2.421e-001  -94.525  4.196e-001   85.529  2.120e-001  127.430  4.227e+001   93.186  2.417e+001   93.100  6.770e-002   15.848
1.817    3.458     2.394e-001  -94.603  4.149e-001   85.453  2.013e-001  127.136  4.263e+001   93.156  2.437e+001   93.064  6.764e-002   16.332
1.806    3.479     2.367e-001  -94.681  4.102e-001   85.379  1.913e-001  126.812  4.301e+001   93.126  2.458e+001   93.029  6.756e-002   16.825
1.795    3.499     2.340e-001  -94.758  4.055e-001   85.305  1.819e-001  126.459  4.338e+001   93.097  2.479e+001   92.994  6.746e-002   17.329
1.785    3.520     2.313e-001  -94.833  4.009e-001   85.233  1.731e-001  126.078  4.377e+001   93.068  2.500e+001   92.959  6.734e-002   17.843
1.775    3.541     2.287e-001  -94.908  3.963e-001   85.162  1.647e-001  125.671  4.416e+001   93.040  2.522e+001   92.925  6.720e-002   18.366
1.764    3.561     2.260e-001  -94.981  3.917e-001   85.093  1.567e-001  125.238  4.455e+001   93.013  2.544e+001   92.892  6.703e-002   18.899
1.754    3.582     2.234e-001  -95.052  3.872e-001   85.025  1.492e-001  124.781  4.496e+001   92.987  2.566e+001   92.860  6.684e-002   19.440
1.744    3.603     2.208e-001  -95.121  3.827e-001   84.960  1.421e-001  124.300  4.537e+001   92.963  2.589e+001   92.829  6.662e-002   19.991
1.734    3.623     2.182e-001  -95.188  3.782e-001   84.897  1.354e-001  123.797  4.578e+001   92.941  2.612e+001   92.800  6.638e-002   20.550
1.724    3.644     2.156e-001  -95.253  3.737e-001   84.837  1.291e-001  123.273  4.620e+001   92.921  2.636e+001   92.773  6.611e-002   21.117
1.715    3.664     2.130e-001  -95.315  3.692e-001   84.780  1.231e-001  122.729  4.663e+001   92.904  2.659e+001   92.748  6.581e-002   21.691
1.705    3.685     2.105e-001  -95.374  3.648e-001   84.725  1.174e-001  122.164  4.707e+001   92.889  2.684e+001   92.725  6.548e-002   22.273
1.696    3.706     2.079e-001  -95.431  3.604e-001   84.673  1.120e-001  121.580  4.752e+001   92.878  2.708e+001   92.706  6.512e-002   22.861
1.686    3.726     2.054e-001  -95.485  3.560e-001   84.625  1.069e-001  120.978  4.797e+001   92.869  2.733e+001   92.689  6.474e-002   23.455
1.677    3.747     2.028e-001  -95.535  3.516e-001   84.579  1.021e-001  120.356  4.843e+001   92.864  2.759e+001   92.675  6.433e-002   24.055
1.668    3.767     2.003e-001  -95.583  3.472e-001   84.538  9.746e-002  119.717  4.889e+001   92.863  2.784e+001   92.665  6.388e-002   24.660
1.659    3.788     1.978e-001  -95.627  3.428e-001   84.499  9.309e-002  119.060  4.937e+001   92.866  2.810e+001   92.658  6.341e-002   25.269
1.650    3.809     1.952e-001  -95.668  3.384e-001   84.465  8.893e-002  118.386  4.985e+001   92.873  2.837e+001   92.655  6.291e-002   25.881
1.641    3.829     1.927e-001  -95.706  3.341e-001   84.434  8.499e-002  117.696  5.034e+001   92.885  2.864e+001   92.656  6.238e-002   26.497
1.632    3.850     1.902e-001  -95.740  3.297e-001   84.407  8.124e-002  116.989  5.084e+001   92.901  2.891e+001   92.661  6.182e-002   27.114
1.623    3.870     1.877e-001  -95.771  3.254e-001   84.383  7.767e-002  116.266  5.134e+001   92.923  2.919e+001   92.671  6.123e-002   27.733
1.615    3.891     1.852e-001  -95.799  3.210e-001   84.363  7.427e-002  115.528  5.185e+001   92.949  2.947e+001   92.685  6.061e-002   28.351
1.606    3.912     1.827e-001  -95.824  3.167e-001   84.346  7.105e-002  114.775  5.237e+001   92.980  2.976e+001   92.704  5.997e-002   28.969
1.598    3.932     1.802e-001  -95.845  3.123e-001   84.333  6.797e-002  114.007  5.290e+001   93.017  3.005e+001   92.728  5.929e-002   29.585
1.590    3.953     1.777e-001  -95.864  3.080e-001   84.324  6.505e-002  113.225  5.344e+001   93.060  3.035e+001   92.757  5.860e-002   30.201
1.581    3.973     1.752e-001  -95.879  3.036e-001   84.318  6.227e-002  112.427  5.399e+001   93.108  3.064e+001   92.791  5.787e-002   30.815
1.573    3.994     1.727e-001  -95.892  2.993e-001   84.315  5.961e-002  111.613  5.454e+001   93.162  3.095e+001   92.829  5.713e-002   31.427
1.565    4.015     1.702e-001  -95.902  2.949e-001   84.314  5.708e-002  110.784  5.510e+001   93.222  3.126e+001   92.874  5.636e-002   32.037
1.557    4.035     1.677e-001  -95.910  2.906e-001   84.317  5.467e-002  109.940  5.567e+001   93.288  3.157e+001   92.923  5.557e-002   32.644
1.549    4.056     1.652e-001  -95.916  2.862e-001   84.323  5.238e-002  109.085  5.626e+001   93.360  3.189e+001   92.978  5.476e-002   33.244
1.541    4.076     1.627e-001  -95.919  2.819e-001   84.332  5.019e-002  108.219  5.684e+001   93.439  3.221e+001   93.039  5.393e-002   33.834
1.534    4.097     1.602e-001  -95.919  2.775e-001   84.344  4.811e-002  107.348  5.744e+001   93.524  3.253e+001   93.105  5.307e-002   34.414
1.526    4.118     1.576e-001  -95.918  2.732e-001   84.359  4.613e-002  106.472  5.805e+001   93.616  3.286e+001   93.177  5.218e-002   34.980
1.518    4.138     1.551e-001  -95.915  2.688e-001   84.376  4.424e-002  105.587  5.866e+001   93.715  3.320e+001   93.255  5.128e-002   35.540
1.511    4.159     1.526e-001  -95.910  2.645e-001   84.395  4.243e-002  104.683  5.929e+001   93.822  3.354e+001   93.340  5.037e-002   36.098
1.503    4.179     1.502e-001  -95.904  2.601e-001   84.416  4.070e-002  103.750  5.993e+001   93.936  3.389e+001   93.431  4.947e-002   36.662
1.496    4.200     1.477e-001  -95.897  2.559e-001   84.439  3.904e-002  102.777  6.059e+001   94.059  3.424e+001   93.529  4.858e-002   37.236
-----------------------------------------------------------------------------------------------------------------------------------------------
WAVE ANGLE = 180.00
PERIOD   FREQ              Surge                Sway                 Heave                Roll                 Pitch                 Yaw
------   ----     -----------------------------------------------------------------------------------------------------------------------------
(SECS)  (RAD/S)        AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE
-----------------------------------------------------------------------------------------------------------------------------------------------
62.832   0.100     2.214e+001  -89.953  3.225e-013    0.000  1.000e+000    0.157  2.046e-013    0.000  1.294e+000   90.004  2.149e-010    0.000
52.098   0.121     1.837e+001  -89.940  1.638e-013    0.000  1.000e+000    0.187  1.829e-013    0.000  1.560e+000   90.000  1.789e-010    0.000
44.497   0.141     1.568e+001  -89.930  1.111e-013    0.000  1.001e+000    0.218  1.637e-013    0.000  1.827e+000   90.000  1.495e-010    0.000
38.831   0.162     1.369e+001  -89.921  1.060e-013    0.000  1.001e+000    0.248  1.490e-013    0.000  2.093e+000   90.003  1.229e-010    0.000
34.445   0.182     1.214e+001  -89.912  1.097e-013    0.000  1.001e+000    0.279  1.410e-013    0.000  2.360e+000   90.005  9.741e-011    0.000
30.949   0.203     1.090e+001  -89.903  1.106e-013    0.000  1.002e+000    0.310  1.419e-013    0.000  2.626e+000   90.007  7.232e-011    0.000
28.098   0.224     9.896e+000  -89.894  1.069e-013    0.000  1.002e+000    0.341  1.510e-013    0.000  2.893e+000   90.009  4.815e-011    0.000
25.727   0.244     9.060e+000  -89.884  9.845e-014    0.000  1.002e+000    0.371  1.609e-013    0.000  3.160e+000   90.010  2.684e-011    0.000
23.726   0.265     8.354e+000  -89.874  8.590e-014    0.000  1.003e+000    0.402  1.631e-013    0.000  3.427e+000   90.010  9.361e-012    0.000
22.013   0.285     7.750e+000  -89.864  7.072e-014    0.000  1.003e+000    0.432  1.493e-013    0.000  3.693e+000   90.011  4.051e-012    0.000
20.531   0.306     7.227e+000  -89.854  5.593e-014    0.000  1.004e+000    0.462  1.116e-013    0.000  3.960e+000   90.012  1.346e-011    0.000
19.236   0.327     6.770e+000  -89.844  4.802e-014    0.000  1.004e+000    0.493  5.446e-014    0.000  4.227e+000   90.013  1.924e-011    0.000
18.095   0.347     6.367e+000  -89.833  5.091e-014    0.000  1.005e+000    0.524  4.013e-014    0.000  4.494e+000   90.014  2.196e-011    0.000
17.081   0.368     6.009e+000  -89.823  5.892e-014    0.000  1.006e+000    0.554  8.776e-014    0.000  4.761e+000   90.015  2.208e-011    0.000
16.175   0.388     5.689e+000  -89.813  6.553e-014    0.000  1.006e+000    0.585  1.129e-013    0.000  5.027e+000   90.016  1.999e-011    0.000
15.361   0.409     5.401e+000  -89.803  6.761e-014    0.000  1.007e+000    0.617  9.263e-014    0.000  5.294e+000   90.017  1.602e-011    0.000
14.624   0.430     5.140e+000  -89.793  6.502e-014    0.000  1.008e+000    0.648  4.210e-014    0.000  5.561e+000   90.019  1.101e-011    0.000
13.955   0.450     4.904e+000  -89.783  5.927e-014    0.000  1.008e+000    0.680  9.117e-014    0.000  5.829e+000   90.020  6.203e-012    0.000
13.344   0.471     4.688e+000  -89.773  5.174e-014    0.000  1.009e+000    0.712  1.831e-013    0.000  6.096e+000   90.021  2.453e-012    0.000
12.785   0.491     4.490e+000  -89.762  4.363e-014    0.000  1.010e+000    0.744  2.561e-013    0.000  6.363e+000   90.023  3.870e-013    0.000
12.270   0.512     4.308e+000  -89.752  3.602e-014    0.000  1.011e+000    0.777  2.850e-013    0.000  6.630e+000   90.024  3.132e-013    0.000
11.796   0.533     4.140e+000  -89.742  3.021e-014    0.000  1.012e+000    0.810  2.672e-013    0.000  6.897e+000   90.026  1.462e-012    0.000
11.357   0.553     3.985e+000  -89.731  2.704e-014    0.000  1.013e+000    0.843  2.165e-013    0.000  7.165e+000   90.027  3.097e-012    0.000
10.949   0.574     3.840e+000  -89.721  2.613e-014    0.000  1.014e+000    0.877  1.482e-013    0.000  7.432e+000   90.029  4.384e-012    0.000
10.569   0.594     3.706e+000  -89.710  2.613e-014    0.000  1.015e+000    0.911  8.129e-014    0.000  7.700e+000   90.031  4.757e-012    0.000
10.215   0.615     3.580e+000  -89.700  2.583e-014    0.000  1.016e+000    0.945  5.528e-014    0.000  7.967e+000   90.033  3.888e-012    0.000
9.884    0.636     3.463e+000  -89.689  2.497e-014    0.000  1.018e+000    0.980  8.552e-014    0.000  8.235e+000   90.035  2.281e-012    0.000
9.574    0.656     3.353e+000  -89.678  2.387e-014    0.000  1.019e+000    1.016  1.202e-013    0.000  8.503e+000   90.037  7.040e-013    0.000
9.283    0.677     3.249e+000  -89.667  2.284e-014    0.000  1.020e+000    1.052  1.423e-013    0.000  8.771e+000   90.039  2.677e-013    0.000
9.008    0.697     3.152e+000  -89.656  2.203e-014    0.000  1.022e+000    1.089  1.475e-013    0.000  9.039e+000   90.041  1.464e-013    0.000
8.750    0.718     3.060e+000  -89.646  2.142e-014    0.000  1.023e+000    1.126  1.350e-013    0.000  9.307e+000   90.043  1.255e-012    0.000
8.506    0.739     2.974e+000  -89.635  2.090e-014    0.000  1.025e+000    1.164  1.099e-013    0.000  9.575e+000   90.046  3.245e-012    0.000
8.275    0.759     2.891e+000  -89.623  2.038e-014    0.000  1.026e+000    1.203  8.363e-014    0.000  9.843e+000   90.048  5.006e-012    0.000
8.056    0.780     2.814e+000  -89.612  1.984e-014    0.000  1.028e+000    1.243  7.637e-014    0.000  1.011e+001   90.051  5.882e-012    0.000
7.849    0.801     2.740e+000  -89.601  1.939e-014    0.000  1.029e+000    1.283  9.866e-014    0.000  1.038e+001   90.054  5.352e-012    0.000
7.652    0.821     2.670e+000  -89.590  1.928e-014    0.000  1.031e+000    1.324  1.330e-013    0.000  1.065e+001   90.056  3.260e-012    0.000
7.465    0.842     2.603e+000  -89.578  1.965e-014    0.000  1.033e+000    1.366  1.637e-013    0.000  1.092e+001   90.059  4.358e-013    0.000
7.286    0.862     2.540e+000  -89.567  2.021e-014    0.000  1.035e+000    1.409  1.815e-013    0.000  1.119e+001   90.062  2.481e-012    0.000
7.116    0.883     2.479e+000  -89.555  2.043e-014    0.000  1.037e+000    1.453  1.801e-013    0.000  1.145e+001   90.066  4.581e-012    0.000
6.954    0.904     2.421e+000  -89.543  1.986e-014    0.000  1.039e+000    1.498  1.551e-013    0.000  1.172e+001   90.069  5.390e-012    0.000
6.799    0.924     2.366e+000  -89.532  1.851e-014    0.000  1.041e+000    1.544  1.112e-013    0.000  1.199e+001   90.073  4.729e-012    0.000
6.651    0.945     2.313e+000  -89.520  1.707e-014    0.000  1.043e+000    1.591  7.942e-014    0.000  1.226e+001   90.076  3.107e-012    0.000
6.509    0.965     2.262e+000  -89.508  1.608e-014    0.000  1.046e+000    1.640  9.674e-014    0.000  1.253e+001   90.080  1.049e-012    0.000
6.373    0.986     2.213e+000  -89.496  1.560e-014    0.000  1.048e+000    1.690  1.314e-013    0.000  1.280e+001   90.084  1.022e-012    0.000
6.242    1.007     2.167e+000  -89.483  1.537e-014    0.000  1.051e+000    1.741  1.456e-013    0.000  1.307e+001   90.088  2.707e-012    0.000
6.117    1.027     2.122e+000  -89.471  1.517e-014    0.000  1.053e+000    1.794  1.316e-013    0.000  1.334e+001   90.092  3.817e-012    0.000
5.997    1.048     2.079e+000  -89.458  1.503e-014    0.000  1.056e+000    1.848  1.070e-013    0.000  1.361e+001   90.097  4.340e-012    0.000
5.881    1.068     2.037e+000  -89.446  1.496e-014    0.000  1.059e+000    1.904  9.728e-014    0.000  1.388e+001   90.101  4.281e-012    0.000
5.770    1.089     1.997e+000  -89.433  1.482e-014    0.000  1.062e+000    1.961  1.103e-013    0.000  1.415e+001   90.106  3.651e-012    0.000
5.663    1.110     1.959e+000  -89.420  1.441e-014    0.000  1.065e+000    2.021  1.238e-013    0.000  1.442e+001   90.111  2.470e-012    0.000
5.560    1.130     1.922e+000  -89.407  1.378e-014    0.000  1.068e+000    2.082  1.238e-013    0.000  1.469e+001   90.116  9.498e-013    0.000
5.460    1.151     1.886e+000  -89.394  1.321e-014    0.000  1.072e+000    2.146  1.156e-013    0.000  1.496e+001   90.121  8.377e-013    0.000
5.364    1.171     1.851e+000  -89.381  1.287e-014    0.000  1.075e+000    2.211  1.118e-013    0.000  1.523e+001   90.127  2.162e-012    0.000
5.271    1.192     1.818e+000  -89.367  1.271e-014    0.000  1.079e+000    2.279  1.235e-013    0.000  1.550e+001   90.133  3.042e-012    0.000
5.182    1.213     1.785e+000  -89.353  1.260e-014    0.000  1.082e+000    2.350  1.491e-013    0.000  1.577e+001   90.139  3.241e-012    0.000
5.095    1.233     1.754e+000  -89.340  1.245e-014    0.000  1.086e+000    2.422  1.797e-013    0.000  1.604e+001   90.145  2.844e-012    0.000
5.011    1.254     1.724e+000  -89.326  1.228e-014    0.000  1.090e+000    2.498  2.092e-013    0.000  1.632e+001   90.151  2.117e-012    0.000
4.930    1.274     1.695e+000  -89.311  1.211e-014    0.000  1.095e+000    2.577  2.336e-013    0.000  1.659e+001   90.158  1.300e-012    0.000
4.852    1.295     1.666e+000  -89.297  1.194e-014    0.000  1.099e+000    2.659  2.500e-013    0.000  1.686e+001   90.165  6.047e-013    0.000
4.776    1.316     1.639e+000  -89.283  1.171e-014    0.000  1.104e+000    2.744  2.565e-013    0.000  1.713e+001   90.172  1.970e-013    0.000
4.702    1.336     1.612e+000  -89.268  1.144e-014    0.000  1.109e+000    2.832  2.523e-013    0.000  1.740e+001   90.179  6.875e-014    0.000
4.631    1.357     1.586e+000  -89.253  1.116e-014    0.000  1.114e+000    2.924  2.378e-013    0.000  1.767e+001   90.187  1.031e-013    0.000
